;#CODE;ENGLISH;;GERMAN;;SPANISH;;;;;;;;;;
character_owe_favor;此人将会欠你一个 人情?。;Ce personnage vous devra une faveur?.;Dieser Charakter wird Euch einen Gefallen? schuldig sein.;;ste personaje te deber?un Favor?;;;;;;;;;x
EVTDESC_ZE_22906;你正在惬意地与人交谈 忽然被一阵鬼哭狼嚎所打断, 打探一下发现好像是 [introduced_heir.GetFirstName] 跟一位来访封臣的小孩打起来了! 你把两个小孩分开, 但很显然 [introduced_heir.GetFirstName] 跟 [rival_child.GetBestName] 在这次遭遇之后再也不可能成为朋友了...;Une plaisante conversation est soudain interrompue par un vacarme assourdissant... Vous d閏ouvrez que [introduced_heir.GetFirstName] se querelle avec l'un des enfants d'un vassal en visite? Vous s閜arez les deux enfants, mais vous r閍lisez que [introduced_heir.GetFirstName] et [rival_child.GetBestName] ne s'entendront vraisemblablement pas dans le futur...;W鋒rend einer angenehmen Konversation st鰎t Euch ein lautstarkes Geschrei und n鋒ere Begutachtung deckt auf, dass [introduced_heir.GetFirstName] mit dem Kind eines Vasallen auf Besuch in einen handfesten Streit geraten ist! Ihr k鰊nt die Kinder gerade noch trennen, aber es ist offensichtlich, dass [introduced_heir.GetFirstName] und [rival_child.GetBestName] wohl keine Freunde mehr werden ...;;Mientras ten韆s una conversaci髇 agradable, un jaleo infernal te interrumpe repentinamente, tras investigar parece que [introduced_heir.GetFirstName] se est?peleando con el ni駉 de uno de los vasallos de visita! Separas a los dos ni駉s aparte, pero es obvio que [introduced_heir.GetFirstName] y [rival_child.GetBestName] nunca ser醤 amigos despu閟 de este encuentro...;;;;;;;;;x
EVTOPTA_ZE_22906;到底是谁先动手的?;Je me demande qui a commenc?cette querelle...;Wer hat da wohl angefangen?;;Me pregunto qui閚 lo empez?;;;;;;;;;x
EVTDESC_ZE_22907;几个小时过去了 你发现 [introduced_heir.GetFirstName] 的心情非常低落. [introduced_heir.GetSheHeCap] 很明显努力想要尽 [introduced_heir.GetHerHis] 最大努力来打动访问的封臣, 但很明显这让 [introduced_heir.GetHerHim] 精疲力竭. 希望 [introduced_heir.GetFirstName] 的低气压很快过去.;Au fil des heures, vous constatez une baisse d'humeur chez [introduced_heir.GetFirstName]. [introduced_heir.GetSheHeCap] fait de son mieux pour impressionner les vassaux en visite, mais cela lui en co鹴e. Vous esp閞ez que [introduced_heir.GetFirstName] se ressaisisse vite.;Ihr bemerkt, wie die Stimmung von [introduced_heir.GetFirstName] im Laufe der Zeit schlechter wird. [introduced_heir.GetSheHeCap] versucht [introduced_heir.GetHerHis] Bestes, um die besuchenden Vasallen zu beindrucken, doch es hinterl鋝st merklich Spuren. Hoffentlich bessert sich die Stimmung von [introduced_heir.GetFirstName] bald wieder.;;Seg鷑 pasan las horas,  notas que el 醤imo de [introduced_heir.GetFirstName] comienza a caer. [introduced_heir.GetSheHeCap] est?dando [introduced_heir.GetHerHis] mejor versi髇 para impresionar a los vasallos de visita, pero es evidente que [introduced_heir.GetHerHim] est?destrozando. Esperemos que este baj髇 en el humor de [introduced_heir.GetFirstName] pase pronto.;;;;;;;;;x
EVTOPTA_ZE_22907;接下来还有更多的封臣要接待...;Il en reste encore des vassaux ?accueillir...;Wohlan, es gibt noch mehr Vasallen zum Begren ...;;Vamos, a鷑 hay m醩 vasallos que saludar...;;;;;;;;;x
EVTDESC_ZE_22908;[vassal_teacher_martial.GetBestName] 是一位赫赫有名的武士和战术大师. 在介绍 [vassal_teacher_martial.GetHerselfHimself] 给 [introduced_heir.GetFirstName] 之后, [vassal_teacher_martial.GetFirstName] 跟你提议. [vassal_teacher_martial.GetFirstName] 愿意花一段时间教给 [introduced_heir.GetFirstName] 如何与人搏斗 这样可以增进你对他的好感.;[vassal_teacher_martial.GetBestName] fait preuve de prouesse au combat et en strat間ie militaire. Apr鑣 son introduction aupr鑣 de [introduced_heir.GetFirstName], [vassal_teacher_martial.GetFirstName] vous fait une offre. [vassal_teacher_martial.GetFirstName] propose de passer du temps pour enseigner ?[introduced_heir.GetFirstName] l'art du combat en 閏hange d'une faveur.;[vassal_teacher_martial.GetBestName] ist ein K鋗pfer und erfahrener Taktiker. Nachdem [vassal_teacher_martial.GetSheHe] sich [introduced_heir.GetFirstName] vorgestellt hat, macht Euch [vassal_teacher_martial.GetFirstName] ein Angebot. [vassal_teacher_martial.GetFirstName] ist gewillt, [introduced_heir.GetFirstName] in die T點ken des Kampfes einzuweisen, wenn Ihr Eure Gunst gew鋒rt.;;[vassal_teacher_martial.GetBestName] es un renombrado cazador y t醕tico renombrado. Despu閟 de presentarse [vassal_teacher_martial.GetHerselfHimself] a [introduced_heir.GetFirstName], [vassal_teacher_martial.GetFirstName] se te acerca con una oferta. [vassal_teacher_martial.GetFirstName] est?dispuesto a pasar un tiempo ense馻ndo a luchar a [introduced_heir.GetFirstName] a cambio de tu favor.;;;;;;;;;x
EVTOPTA_ZE_22908;这会很有用, 我当然愿意欠你这个人情!;Ce sera utile, je conc鑔e ma faveur?;Das ist sicher hilfreich, ich gew鋒re Euch meine Gunst!;;so ser韆 鷗il, te conceder?mi favor!;;;;;;;;;x
EVTOPTB_ZE_22908;学习怎么打架? 学这个有毛用!;L'art du combat? Je n'en vois pas l'int閞阾.;Kampfeskunst? Das ist absolut unn鰐ig!;;緼prender a luchar? o hay necesidad de tal tonter韆!;;;;;;;;;x
EVTDESC_ZE_22909;所有来访的封臣都察觉到 [introduced_heir.GetTitledFirstName] 非常痴迷于 [husband_target.GetTitledFirstName] 的妻子, [wife_target.GetTitledFirstName]. 虽然没有过分的接触, [introduced_heir.GetFirstName] 还是整天像狗一样地跟着她. [husband_target.GetFirstName] 看起来很不高兴.;Tous les vassaux en visite se rendent compte que [introduced_heir.GetTitledFirstName] est sous l'influence de la femme de [husband_target.GetTitledFirstName], [wife_target.GetTitledFirstName]. [introduced_heir.GetFirstName] la suit comme un toutou inoffensif, ce qui semble d閜laire ?[husband_target.GetFirstName].;Es ist allen besuchenden Vasallen mehr als offensichtlich, dass [introduced_heir.GetTitledFirstName] der Gemahlin von [husband_target.GetTitledFirstName], [wife_target.GetTitledFirstName], verfallen ist. Das ist zwar harmlos, doch folgt [introduced_heir.GetFirstName] ihr wie ein Hund. [husband_target.GetFirstName] ist nicht begeistert.;;Es evidentemente claro  para todos los vasallos que visitan que [introduced_heir.GetTitledFirstName] se ha enamorado de [wife_target.GetTitledFirstName], la esposa de [husband_target.GetTitledFirstName]. Aunque es inofensivo,  [introduced_heir.GetFirstName] todav韆 la sigue como un perrito. [husband_target.GetFirstName] no parece que le haga gracia.;;;;;;;;;x
EVTOPTA_ZE_22909;真是胡闹!;Je n'ai pas de temps ?perdre avec ces idioties?;Wir haben keine Zeit f黵 solchen Unfug!;;o hay tiempo para estas tonter韆s!;;;;;;;;;x
COUNCIL_VOTE_WAR_ACCEPT_SETUP;枢密院对战争的投票结果;Le Conseil vote l'issue de la guerre;Wahlergebnis des Rates zum Krieg;;Resultado de la votaci髇 del consejo para la guerra;;;;;;;;;x
STOP_ENFORCE_PEACE_INTERACTION_ACCEPT_SETUP;要求停止强制和平被接受;Requ阾e accept閑 d'emp阠her la d閏laration de paix;Anfrage zum Beenden des durchgesetzten Friedens akzeptiert;;Petici髇 para parar la imposici髇 de la Paz aceptada;;;;;;;;;x
STOP_ENFORCE_PEACE_INTERACTION_DECLINE_SETUP;要求停止强制和平被否决;Requ阾e refus閑 d'emp阠her la d閏laration de paix;Anfrage zum Beenden des durchgesetzten Friedens abgelehnt;;Petici髇 para parar la imposici髇 de la Paz denegada;;;;;;;;;x
ASK_REALM_PEACE_INTERACTION_ACCEPT_SETUP;强制和平的要求被接受;Requ阾e accept閑 de d閏larer la paix;Anfrage zum durchgesetzten Frieden akzeptiert;;Petici髇 para imponer la paz aceptada;;;;;;;;;x
ASK_COUNCIL_POSITION_INTERACTION_ACCEPT_SETUP;接受枢密院提出的要求;Accepter le poste au sein du Conseil;Anfrage zur Haltung des Rates akzeptiert;;Aceptar la petici髇 para el puesto del Consejo;;;;;;;;;x
FORCE_JOIN_FACTION_INTERACTION_ACCEPT_SETUP;强制加入派系;Obligation de rejoindre une faction;Zum Beitritt zur Fraktion gezwungen;;Obligado a unirse a facci髇;;;;;;;;;x
ASSIGN_VOTER_TITLE_INTERACTION_DECLINE_SETUP;枢密院成员拒绝;Le Conseiller a refus?Ratsmitglied abgelehnt;;Consejero rechazado;;;;;;;;;x
succession_voting_power;枢密院权力;Autorit?du Conseil;Rat-Autorit鋞;;Autoridad del Consejo;;;;;;;;;x
succession_voting_power_desc;枢密院权力 关于维持自身职位和继承人的选择;L'autorit?du Conseil s'閠end ?la tenue de son si鑗e et au vote de succession.;Die Autorit鋞 des Rates in Hinsicht auf das Recht zum Amt und die Wahl des Nachfolgers.;;La autoridad del Consejo acerca del derecho al cargo y votar sobre la sucesi髇.;;;;;;;;;x
succession_voting_power_0_desc;领主拥有至高权利选择继承法 并可凭借自己的意愿更换枢密院成员.\n;Le dirigeant d閏ide seul de la loi de succession et peut r関oquer les membres du Conseil ?sa guise.\n;Der Herrscher hat die Autorit鋞 zur Wahl der Nachfolgeregelung und kann Ratsmitglieder auf Gutd黱ken entlassen.\n;;El gobernante tiene autoridad completa para elegir la ley de sucesi髇 y puede despedir a miembros del Consejo en la voluntad. \n;;;;;;;;;x
succession_voting_power_1_desc;枢密院的权利膨胀到了极限, 领主无法随心所欲地替换枢密院成员 而且无法控制领地内的继承法.\n;L'autorit?du Conseil est absolue, le dirigeant ne pouvant ni r関oquer ses membres ?sa guise ni avoir un contr鬺e total sur la succession du royaume.\n;Die Autorit鋞 des Rates ist hoch und der Herrscher kann keine Mitglieder auf Gutd黱ken entlassen oder die Nachfolge des Reiches kontrollieren.\n;;La autoridad del Consejo alcanza su pico, con el gobernante incapaz de despedir a miembros del Consejo seg鷑 su voluntad e incapaz de controlar totalmente la sucesi髇 del reino. \n;;;;;;;;;x
succession_voting_power_0_option;受限;Limit閑;Begrenzt;;Limitada;;;;;;;;;x
succession_voting_power_1_option;完全;Absolue;Voll;;Total;;;;;;;;;x
succession_voting_power_0;受限的枢密院权力;Autorit?limit閑 du Conseil;Begrenzte Rat-Autorit鋞;;Autoridad limitada del Consejo;;;;;;;;;x
succession_voting_power_1;完全的枢密院权力;Autorit?absolue du Conseil;Vollst鋘dige Rat-Autorit鋞;;Autoridad total del Consejo;;;;;;;;;x
faction_powerful_vassal_takeover_desc;枢密院成员寻求架空 [From.Liege.GetBestName]? 并大幅增加枢密院的权力 通过创制 完全枢密院权力? 以及 选举君主制? 两项法律. 当这个派系足够强力时, [From.GetBestName]? 可能会提出最后通牒 给 [From.Liege.GetBestName]?.;Les membres cherchent ?関incer du pouvoir [From.Liege.GetBestName]? et ?augmenter consid閞ablement le pouvoir du Conseil en instaurant l'autorit?absolue du Conseil? et des lois de monarchie 閘ective?. Une fois cette faction suffisamment puissante, [From.GetBestName]? pourra pr閟enter un ultimatum ?[From.Liege.GetBestName]?.;Die Mitglieder wollen [From.Liege.GetBestName]? von der Macht entthronen und die Macht des Rates durch Gesetze zur vollst鋘digen Rat-Autorit鋞? und gew鋒lten Monarchie? st鋜ken. Wenn diese Fraktion ausreichend m鋍htig ist, kann [From.GetBestName]? [From.Liege.GetBestName]? ein Ultimatum unterbreiten.;;os miembros intentan quitar el poder a  [From.Liege.GetBestName]? y aumentar significativamente el poder del Consejo instituyendo la Autoridad total del Consejo? y leyes de Monarqu韆 electiva? na vez esta facci髇 sea lo suficientemente poderosa,  [From.GetBestName]? puede presentar un ultim醫um a [From.Liege.GetBestName]?.;;;;;;;;;x
EVTDESC8221;相较让内战撕裂自己的国土, [From.GetTitledName] 同意放弃 [From.GetHerHis] 头衔 为了国土的安宁. 我们已经选举了 [new_title_holder.GetFullName] 作为我们新的领主, 并且在我国树立了选举君主制. 您对此事珍贵的支持将会被永远铭记.\n\n您真诚的,\n[FromFrom.GetTitledName];Plut魌 que de laisser une guerre civile diviser le royaume, [From.GetTitledName] a accept?de renoncer ?son titre. Nous avons d閟ign?[new_title_holder.GetFullName] comme nouveau souverain, et la monarchie 閘ective a 閠?instaur閑 dans le royaume. Votre pr閏ieux soutien lors du conflit ne sera pas oubli?\n\nSalutations distingu閑s,\n[FromFrom.GetTitledName];Um zu verhindern, dass ein B黵gerkrieg das Reich zerrei遲, hat [From.GetTitledName] zugestimmt, den Titel zugunsten des Reiches aufzugeben. [new_title_holder.GetFullName] wurde zum neuen Herrscher berufen und die gew鋒lte Monarchie ist im Reich etabliert. Wir werden Euren Einsatz zugunsten dieses Fortschritts nicht vergessen.\n\nGezeichnet,\n[FromFrom.GetTitledName];;Antes que dejar que una guerra civil desagarre al reino, [From.GetTitledName] ha acordado ceder [From.GetHerHis] t韙ulo por el bien del reino. Hemos elegido a [new_title_holder.GetFullName] como nuestro nuevo gobernante y se ha instituido la Monarqu韆 Electiva en el reino. Tu valioso apoyo en este asunto no ser?olvidado. \n\nSinceramente,\n [FromFrom.GetTitledName];;;;;;;;;x
EVTDESC8222;在强力派系的压力之下, [From.GetTitledName] 已经放弃自己的头衔 并树立了完全枢密院权力 和 选举君主制. 万岁 我们的新领主, [new_title_holder.GetFullName]!;Sous la pression d'une faction puissante, [From.GetTitledName] a accept?de renoncer au tr鬾e et d'instaurer l'autorit?absolue du Conseil, ainsi que la monarchie 閘ective. Gloire au nouveau souverain, [new_title_holder.GetFullName]?;Auf Druck einer m鋍htigen Fraktion hat [From.GetTitledName] auf den Thron verzichtet, dem Rat vollst鋘dige Autorit鋞 zugesichert und die gew鋒lte Monarchie etabliert. Ehre unserem neuen Herrscher, [new_title_holder.GetFullName]!;;Bajo la presi髇 de una poderosa Facci髇, [From.GetTitledName] ha aceptado abdicar el trono e instituir la Autoridad total del Consejo y la monarqu韆 electiva. alve al nuevo gobernante, [new_title_holder.GetFullName]!;;;;;;;;;x
succession_voting_power_1_effect_tooltip;强力的封臣? 无法被开除 自 枢密院?\n开启 选举君主? 法 对印度宗教和穆斯林\n无法更改继承法 如果 选举继承制? 已被树立;Les vassaux puissants? ne peuvent pas 阾re r関oqu閟 du Conseil?\nPermet la loi de succession par monarchie 閘ective? pour les religions indiennes et musulmanes\nLa loi de succession ne peut plus 阾re chang閑 si la monarchie 閘ective? est instaur閑;M鋍htige Vasallen? k鰊nen nicht vom Rat? ausgeschlossen werden.\nAktiviert das Gesetz der gew鋒lten Monarchie? f黵 indische und muslimische Religionen.\nDie Nachfolge kann nicht ge鋘dert werden, wenn gew鋒lte Monarchie? etabliert ist.;;Vasallo poderoso? no puede ser despedido del Consejo? \nActiva la ley de Monarquia Electiva? para las religiones india y musulmana\nNo se puede volver a cambiar la sucesi髇 si se instituye Monarquia Electiva?.;;;;;;;;;x
succession_voting_power_0_effect_tooltip;强力的封臣? 可以被开除 自 枢密院?\n关闭 选举君主? 法 对印度宗教和穆斯林\n可以更改继承法 即使 选举继承制? 已被树立;Les vassaux puissants? peuvent 阾re r関oqu閟 du Conseil?\nD閟active la loi de monarchie 閘ective? pour les religions indienne et musulmane\nLa loi de succession peut d閟ormais 阾re chang閑 si la monarchie 閘ective? est instaur閑;M鋍htige Vasallen? k鰊nen vom Rat? ausgeschlossen werden.\nDeaktiviert das Gesetz der gew鋒lten Monarchie? f黵 indische und muslimische Religionen.\nDie Nachfolge kann ge鋘dert werden, auch wenn gew鋒lte Monarchie? etabliert ist.;;Vasallos poderosos? puede ser despedido del Consejo?\nDesactiva la ley de Monarquia Electiva? para las religiones india y musulmana\nAhora puede cambiar la sucesi髇 si se instituye Monarqu韆 Electiva?.;;;;;;;;;x
RENEGOTIATED_NAP;重订互不侵犯条约;Pacte de non-agression ren間oci?Nichtangriffspakt neu verhandelt;;Pacto de No agresi髇 renegociado;;;;;;;;;x
MATRILINEAL_MARRIAGE_CONCLAVE;两方必须都允许入赘婚姻;Les deux parties doivent autoriser le mariage matrilin閍ire;Matrilineare Heirat muss von beiden Parteien erlaubt werden;;Ambas partes deben permitir matrimonio matrilineal;;;;;;;;;x
STEAM_SUBSCRIBER_AGREEMENT;同意 Steam 订户协议;Accepter l'accord de souscription de Steam;Zustimmung zu Steam-Abonnenten-Vereinbarung;;Aceptar acuerdo de suscripci髇 a Steam;;;;;;;;;x
VICE_ROYALTY_CHANGE_PRIMARY_FORBIDDEN;总督不被允许更改主头衔;Les vice-royaut閟 ne peuvent pas changer leur titre principal;Vize-K鰊igshausmitglieder d黵fen den Prim鋜titel nicht 鋘dern;;A los vicerreinatos no se les permite cambiar t韙ulo primario;;;;;;;;;x
CONFIRM_ABANDON_GAME_TITLE;放弃游戏;Abandonner Partie;Spiel abbrechen;;Dejar partida;;;;;;;;;x
CONFIRM_ABANDON_GAME_DESC;你确定你要放弃继续游玩吗?;Voulez-vous vraiment abandonner la partie?;Wirklich das Spiel abbrechen?;;縎eguro que quieres dejar la partida?;;;;;;;;;x
SM_CONTEXTMUSIC;情景相关音乐;Musique contextuelle;Kontextbezogene Musik;;M鷖ica sensible al contexto;;;;;;;;;x
MINIMAP_NEXTSONG;下一曲;Morceau suivant;N鋍hstes Lied;;Siguiente canci髇;;;;;;;;;x
MINIMAP_NEXTSONG_DELAYED;正在播放: $SONG|Y$;Lecture en cours? $SONG|Y$;Aktuelles Lied: $SONG|Y$;;Ahora suena: $SONG|Y$;;;;;;;;;x
PEACE_ENFORCE_COUNCIL_DISCONTENT;枢密院必须处于满意状态;Le Conseil doit 阾re satisfait;Rat muss zufrieden sein;;El Consejo debe estar Contento;;;;;;;;;x
COUNCIL_DISCONTENT_EFFECT;枢密院成员无法加入或者组织 派系? 如果枢密院处于 满意? 状态 并且 宣战? 法 被设定为 枢密院? (游牧和部落枢密院成员 无论何时都可加入或者组织派系).\n领主无法 强制领内和平? 如果枢密院处于 不满? 状态.;Les conseillers ne peuvent pas rejoindre ou initier une faction? tant que le Conseil est satisfait? et tant que le Conseil vote les d閏larations de guerre? (les conseillers nomades ou tribaux peuvent rejoindre ou initier une faction en tout temps).\nLe seigneur ne peut pas d閏r閠er la paix dans le pays? tant que le Conseil est insatisfait?;Ratsmitglieder k鰊nen keine Fraktionen? gr黱den oder ihnen beitreten, solange der Rat zufrieden? ist und Kriegserkl鋜ungen? vom Rat beschlossen werden (gilt nicht f黵 Nomaden- und Stammes-R鋞e).\nDem Lehnsherrn steht Reichsfrieden durchsetzen? nicht zur Verf黦ung, solange der Rat unzufrieden? ist.;;os consejeros no pueden unirse o crear Facciones? mientras el Consejo est?Contento? y la ley de Declaraci髇 de guerra? est?fijada en Consejo? (N髆adas y miembros tribales del Consejo siempre pueden unirse y crear facciones). \nEl Se駉r no puede Imponer Paz en el Reino? mientras que el consejo est?Descontento?;;;;;;;;;x
alert_council_discontent_delayed;您的枢密院已经处于不满状态达 $DISCONTENT_DURATION|Y$ 个月, 并将持续到 $DISCONTENT_END_DATE$?. 这意味着 如果枢密院成员曾经因法律被禁止创建跟加入派系, 他们现在可以这么做. 这将很可能会动摇国本.;Votre Conseil est insatisfait depuis $DISCONTENT_DURATION|Y$ mois et le sera jusqu抋u $DISCONTENT_END_DATE$?. Cela signifie que les conseillers peuvent dor閚avant l間alement former et rejoindre des factions, et potentiellement d閟tabiliser le pays.;Euer Rat ist seit $DISCONTENT_DURATION$ Monat(en) unzufrieden und wird dies bis $DISCONTENT_END_DATE$? sein. Dies bedeutet, dass Ratsmitglieder Fraktionen gr黱den und ihnen beitreten k鰊nen, wodurch sich das Reich eventuell destabilisiert.;;Tu Consejo lleva Descontento desde hace $DISCONTENT_DURATION$ mes(es), y lo estar?hasta $DISCONTENT_END_DATE$?. Esto significa que si consejeros si los consejeros ten韆n prohibido por ley unirse y formar facciones, ahora pueden. Esto puede potencialmente desestabilizar el reino.;;;;;;;;;x
alert_liege_council_discontent_delayed;您领主的枢密院已经处于不满状态达 $DISCONTENT_DURATION$ 个月, 并将持续到 $DISCONTENT_END_DATE$?. 这意味着 如果枢密院成员曾经因法律被禁止创建跟加入派系, 他们现在可以这么做. 这将很可能会动摇国本.;Le Conseil de votre seigneur est insatisfait depuis $DISCONTENT_DURATION$ mois et le sera jusqu掄 $DISCONTENT_END_DATE$?. Cela signifie que les conseillers peuvent dor閚avant l間alement former et rejoindre des factions, et potentiellement d閟tabiliser le pays.;Der Rat Eures Lehnsherrn ist seit $DISCONTENT_DURATION$ Monat(en) unzufrieden und wird dies bis $DISCONTENT_END_DATE$? sein. Dies bedeutet, dass Ratsmitglieder Fraktionen gr黱den und ihnen beitreten k鰊nen, wodurch sich das Reich eventuell destabilisiert.;;El Consejo de tu se駉r lleva Descontento desde hace $DISCONTENT_DURATION$ mes(es), y lo estar?hasta $DISCONTENT_END_DATE$?. Esto significa que si consejeros si los consejeros ten韆n prohibido por ley unirse y formar facciones, ahora pueden. Esto puede potencialmente desestabilizar el reino.;;;;;;;;;x
coalitions_title;$GROUP$ 共同防御协定 针对 $TARGET$;Pacte d閒ensif du groupe $GROUP$ contre $TARGET$;$GROUP$ Defensiver Pakt gegen $TARGET$;;$GROUP$ Pacto defensivo contra $TARGET$;;;;;;;;;x
coalition_group;成员:?$MEMBERS$;Membres??$MEMBERS$;Mitglieder:?$MEMBERS$;;Miembros?: $MEMBERS$;;;;;;;;;x
gov_bad_pope;教廷;Papaut?Pontifikat;;Papado;;;;;;;;;x
gov_pope;[Religion.GetName] 教廷;Papaut?(religion [Religion.GetName]);[Religion.GetName] Pontifikat;;[Religion.GetName] Papado;;;;;;;;;x
gov_patriarchate;[Religion.GetName] 牧首;Patriarcat (religion [Religion.GetName]);[Religion.GetName] Patriarchat;;[Religion.GetName] Patriarcado;;;;;;;;;x
gov_theocracy;[Religion.GetName] 神权制;Th閛cratie (religion [Religion.GetName]);[Religion.GetName] Theokratie;;[Religion.GetName] Teocracia;;;;;;;;;x
gov_republic;共和国;R閜ublique (religion [Religion.GetName]);Republik;;Rep鷅lica;;;;;;;;;x
gov_elective_muslim_aristocratic_monarchy;选举贵族制 [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (r間ime 閘ectoral et aristocratique);Aristokratie mit Elektorat [PrimaryTitle.GetTier];;Aristocr醫ico electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_despotic_monarchy;选举独裁制 [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (r間ime 閘ectoral et despotique);Despotie mit Elektorat [PrimaryTitle.GetTier];;Desp髏ico electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_absolute_monarchy;选举绝对君主制 [PrimaryTitle.GetTier];[PrimaryTitle.GetTier] (r間ime 閘ectoral et absolu);Absolut mit Elektorat [PrimaryTitle.GetTier];;Absoluto electivo [PrimaryTitle.GetTier];;;;;;;;;x
gov_elective_muslim_absolute_autocracy;选举绝对帝国专制;Autocratie imp閞iale (r間ime 閘ectoral et absolu);Absolute kaiserliche Autokratie mit Elektorat;;Autocracia imperial absoluta electiva;;;;;;;;;x
gov_elective_muslim_despotic_autocracy;选举独裁帝国专制;Autocratie imp閞iale (r間ime 閘ectoral et despotique);Despotische kaiserliche Autokratie mit Elektorat;;Autocracia imperial desp髏ica electiva;;;;;;;;;x
gov_elective_muslim_aristocratic_autocracy;选举贵族帝国专制;Autocratie imp閞iale (r間ime 閘ectoral et aristocratique);Aristokratische kaiserliche Autokratie mit Elektorat;;Autocracia imperial aristocr醫ica electiva;;;;;;;;;x
INTERACTION_COALITION_RANGE;对我们的威胁近在眼前;Est sur le point de nous menacer;Nahe genug, um bedrohlich zu sein.;;Est?bastante cerca de amenazarnos.;;;;;;;;;x
GAME_SETUP_COALITIONS_TARGET_ICON;是一个或多个 共同防御协定? 的针对目标 总共有 $NUM_MEMBERS|Y$ 位成员.;Est la cible d'un ou plusieurs pactes d閒ensifs? repr閟entant un total de $NUM_MEMBERS|Y$ membres.;Ist das Ziel einer oder mehrerer Verteidigungs-Pakte? mit insgesamt $NUM_MEMBERS|Y$ Mitgliedern.;;Eres el objetivo de uno o m醩 Pactos Defensivos! con un total de $NUM_MEMBERS|Y$ miembros.;;;;;;;;;x
GAME_SETUP_COALITIONS_MEMBER_ICON;Is in a Defensive Pact? against $TARGET|Y$. A total of $NUM_MEMBERS|Y$ characters have joined Defensive Pacts? against the same target.;Est membre d'un pacte d閒ensif? contre $TARGET|Y$. Un total de $NUM_MEMBERS|Y$ personnages ont rejoint des pactes d閒ensifs? contre la m阭e cible.;Befindet sich in einem Verteidigungspakt? gegen $TARGET|Y$. Insgesamt $NUM_MEMBERS|Y$ Charaktere sind dem Verteidigungspakt? gegen das gleiche Ziel beigetreten.;;Est?en un Pacto Defensivo? contra $TARGET|Y$. Un total de $NUM_MEMBERS|Y$ personajes se han unido en Pacto Defensivos?  contra el mismo objetivo.;;;;;;;;;x
