;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
haughty;自大;Enfant au caract鑢e hautain;躡erheblich;;altanero/a;;;;;;;;;x
EVTDESCA_ZE_13102;年轻的 [From.GetFirstName] 看起来有很多自己独立的观点，并且拒绝听神职人员的论调。;[From.GetFirstName] semble poss閐er de nombreuses opinions ind閜endantes et refuse d'閏outer les pr阾res.;Klein [From.GetFirstName] hat offenbar eine Menge eigener Ansichten und weigert sich, den Priestern zuzuh鰎en.;;El/la joven [From.GetFirstName] parece tener un mont髇 de opiniones independientes y se niega a escuchar a los sacerdotes.;;;;;;;;;x
EVTDESCB_ZE_13102;年轻的 [From.GetFirstName] 看起来对其他传统很有兴趣，而不是 [From.Religion.GetName] 的;[From.GetFirstName] semble avoir un curieux int閞阾 pour les traditions diff閞entes de celles de la religion [From.Religion.GetName].;Klein [From.GetFirstName] interessiert sich mehr f黵 andere Lehren als f黵 den [From.Religion.GetName] Glauben.;;El/la joven [From.GetFirstName] parece tener curioso inter閟 por otras tradiciones aparte de las del [From.Religion.GetName].;;;;;;;;;x
EVTDESCC_ZE_13102;年轻的 [From.GetFirstName] 看起来是一个真正的探索家跟实验者，不断的发现能吸引[From.GetHerHim]的新想法和主题。;[From.GetFirstName] semble adorer partir ?l'aventure et exp閞imenter, trouvant constamment de nouvelles id閑s et sujets captivants.;Klein [From.GetFirstName] ist ein geborener Entdecker und liebt es, Dinge auszuprobieren. Immerzu gibt es etwas Neues, was ausprobiert werden muss.;;El/la joven [From.GetFirstName] parece ser un/a verdadero/a explorador/a y experimentador/a, encontrando  constantemente nuevas ideas y temas que [From.GetHerHim] fascinen.;;;;;;;;;x
EVTOPTA_ZE_13102;我应当试着阻止这些倾向...;Je devrais essayer de mettre un terme ?ces tendances.;Ich muss dieser Entwicklung einen Riegel vorschieben.;;Debo intentar detener estas tendencias...;;;;;;;;;x
;#EVTOPTB_ZE_13102;[From.GetBoyGirl]s will be [From.GetBoyGirl]s.;;Kinder sind nun einmal Kinder.;;Los/as [From.GetBoyGirl]s siempre son así.;;;;;;;;;x;
curious_may_become_patient;[From.GetFirstName] 变得耐心的机会。;Chance pour [From.GetFirstName] de faire preuve de patience.;Chance, dass [From.GetFirstName] die Eigenschaft Geduldig erh鋖t.;;Posibilidad de que [From.GetFirstName] se vuelva Paciente.;;;;;;;;;x
EVTDESCA_ZE_13104;[From.GetTitledFirstName] 认为我不该着急质疑神职人员的说法。;[From.GetTitledFirstName] pense que je devrais moins remettre en question les enseignements des pr阾res.;[From.GetTitledFirstName] meint, ich solle die Priester nicht so oft hinterfragen.;;[From.GetTitledFirstName] piensa que deber韆 ser menos r醦ido/a en poner en duda las palabras de los sacerdotes.;;;;;;;;;x
EVTDESCB_ZE_13104;我喜欢学习模仿外国习俗，但是 [From.GetTitledFirstName] 觉得我该更加注重我们自己的价值美德。;J'adore 閠udier les coutumes 閠rang鑢es, mais [From.GetTitledFirstName] pense que je devrais me concentrer sur mes propres qualit閟.;Ich interessiere mich f黵 die Br鋟che fremder V鰈ker, aber [From.GetTitledFirstName] glaubt, ich solle mich auf unsere Tugenden besinnen.;;Me encanta estudiar costumbres extranjeras, pero [From.GetTitledFirstName] piensa que m醩 bien debo buscar mis propias virtudes.;;;;;;;;;x
EVTDESCC_ZE_13104;[From.GetTitledFirstName] 似乎觉得我聪明过头了，或者[From.GetSheHe]是这么说的。;[From.GetTitledFirstName] semble penser que je suis trop f閎rile pour mon propre bien, en tout cas c'est ce qu'[From.GetSheHe] a dit.;[From.GetTitledFirstName] glaubt offenbar, ich sei schlauer, als mir guttut. Das hat [From.GetSheHe] jedenfalls gesagt.;;[From.GetTitledFirstName] parece creer que soy demasiado inteligente para mi propio bien, o eso es lo que [From.GetSheHe] dijo.;;;;;;;;;x
EVTOPTA_ZE_13104;[From.GetSheHe]是对的，我该静一静。;[From.GetSheHeCap] a raison, je devrais me calmer.;[From.GetSheHeCap] hat recht. Ich muss ruhiger werden.;;[From.GetSheHe] tiene raz髇, debo calmarme.;;;;;;;;;x
EVTOPTB_ZE_13104;但是他们就是一帮傻瓜！;Mais ce sont des idiots?;Was f黵 Dummk鰌fe!;;ero son est鷓idos!;;;;;;;;;x
EVTOPTC_ZE_13104;[From.GetSheHe]是不是对这世界毫无兴趣？;[From.GetSheHeCap] ne s'int閞esse pas au monde du tout?;Hat [From.GetSheHe] denn gar kein Interesse an der Welt?;;縀s que a [From.GetSheHe] no le interesa el mundo para nada?;;;;;;;;;x
EVTOPTD_ZE_13104;对[From.GetHerHim]来说我聪明过头了，大概。;Trop f閎rile pour [From.GetHerselfHimself], peut-阾re.;Schlauer als [From.GetSheHe] ganz bestimmt.;;Demasiado inteligente para [From.GetHerHim], tal vez.;;;;;;;;;x
EVTDESCA_ZE_13111;随着年岁的增长，我渐渐地发现我的信仰实在是力量的真正源泉。;Avec l'鈍e, je r閍lise que ma foi est une v閞itable source de force.;Je 鋖ter ich werde, desto mehr erkenne ich, dass der Glaube der Quell meiner Kraft ist.;;Seg鷑 crezco, voy descubriendo que mi fe es una aut閚tica fuente de fuerza.;;;;;;;;;x
EVTDESCB_ZE_13111;听越多的智慧[Root.GetMenWomen]长者的话语，我越想跟他们一样。;Plus j'閏oute les propos des personnes 鈍閑s, plus je veux leur ressembler.;Je mehr ich von der Weisheit fr黨erer [Root.GetMenWomen] erfahre, desto mehr w黱sche ich mir, so zu sein wie sie.;;Cuanto m醩 escucho las palabras de los sabios [Root.GetMenWomen] de la antig黣dad, m醩 quiero ser como ellos.;;;;;;;;;x
EVTDESCC_ZE_13111;倾慕别人的成就让我非常高兴。尤其是我自己是这么一个弱鸡。;Admirer les accomplissements des autres me procure une grande joie, notamment parce que je suis si faible.;Es macht mir Spa? die Leistungen anderer zu bewundern. Wo ich selbst doch so schwach bin?..;;Me da la gran alegr韆 admirar los logros de otros. Especialmente siendo tan d閎il como soy.;;;;;;;;;x
EVTOPTA_ZE_13111;所以我赞美 [Root.Religion.GetRandomGodName] ！;Louons [Root.Religion.GetRandomGodName]?;Und ich preise [Root.Religion.RandomGodName]!;;labo a [Root.Religion.RandomGodName]!;;;;;;;;;x
EVTOPTB_ZE_13111;只有知识中才有真正的力量。;La v閞itable force ne peut provenir que de la connaissance.;Nur Wissen bringt wahre St鋜ke hervor.;;La aut閚tica fuerza provienen del conocimiento.;;;;;;;;;x
EVTOPTC_ZE_13111;他们的威严击倒了我。;Ils m'閙erveillent.;Sie erf黮len mich mit Ehrfurcht.;;Me golpean con asombro.;;;;;;;;;x
EVTDESCA_ZE_13112;年轻的 [From.GetFirstName] 似乎发展出非常强烈的宗教情感。;[From.GetFirstName] semble d関elopper un v閞itable sentiment religieux.;Klein [From.GetFirstName] entwickelt offenbar eine starke religi鰏e Ader.;;El/la joven [From.GetFirstName] parece estar desarrollando sentimientos religiosos muy fuertes.;;;;;;;;;x
EVTDESCB_ZE_13112;年轻的 [From.GetFirstName] 经常谈起他对智慧[From.GetMenWomen]长者的仰慕，说[From.GetSheHe]想跟他们一样。;[From.GetFirstName] parle souvent des anciens sages en termes 閘ogieux, affirmant vouloir devenir comme eux.;Klein [From.GetFirstName] spricht oft von der Weisheit der [From.GetMenWomen] vergangener Tage und meint, [From.GetSheHe] wolle ihnen nacheifern.;;El/la joven [From.GetFirstName] habla a menudo con reverencia de los/as [From.GetMenWomen] sabios/as, diciendo que [From.GetSheHe] quiere ser como ellos/as.;;;;;;;;;x
EVTDESCC_ZE_13112;年轻的 [From.GetFirstName] 似乎非常乐意褒扬[From.GetHerHim]身边人的行为，而忽略[From.GetHerHis]自己的活动和发展。;[From.GetFirstName] semble 阾re en adoration face aux actions de ceux qui l'entourent, n間ligeant sa propre activit?physique et son d関eloppement.;Klein [From.GetFirstName] ger鋞 leicht in Entz點kung angesichts der Taten anderer und vernachl鋝sigt dabei die eigene gesunde Entwicklung.;;El/la joven [From.GetFirstName]parece adorar f醕ilmente las obras de otros que [From.GetHerHim] rodean, mientras descuida [From.GetHerHis] propia actividad y desarrollo f韘ico.;;;;;;;;;x
EVTOPTA_ZE_13112;[From.GetSheHeCap]应当转而更加注重帮助他人。;[From.GetSheHeCap] devrait plut魌 passer son temps ?aider les autres.;[From.GetSheHeCap] sollte sich besser darauf konzentrieren, anderen zu helfen.;;[From.GetSheHe] debe centrarse en ayudar a otros en su lugar.;;;;;;;;;x
EVTOPTB_ZE_13112;真可爱的孩子啊！;Quel adorable enfant?;Was f黵 ein nettes Kind!;;u?ni駉/a tan encantador/a!;;;;;;;;;x
idolizer_may_become_kind;[From.GetFirstName] 变得和蔼的机会。;Chance pour [From.GetFirstName] de faire preuve de gentillesse.;Chance, dass [From.GetFirstName] die Eigenschaft G黷ig erh鋖t.;;Posibilidad de que [From.GetFirstName] se vuelva Amable.;;;;;;;;;x
EVTDESCA_ZE_13114;[From.GetTitledFirstName] 似乎觉得我应该把对 [Root.Religion.GetRandomGodName] 的崇敬换成对我的部下的爱护。;[From.GetTitledFirstName] semble penser que je devrais remplacer ma v閚閞ation pour [Root.Religion.GetRandomGodName] par l'amour de mes semblables.;[From.GetTitledFirstName] glaubt offenbar, es sei besser, wenn ich weniger [Root.Religion.GetRandomGodName] als vielmehr den eigenen G鰐tern huldige.;;[From.GetTitledFirstName] parece pensar que debo sustituir mi reverencia hacia [Root.Religion.GetRandomGodName] con amor hacia el pr骿imo. ;;;;;;;;;x
EVTDESCB_ZE_13114;我崇拜智慧的[From.GetMenWomen]长者的学识，但是 [From.GetTitledFirstName] 觉得我应该更加跟身边的人深入交流。;Je v閚鑢e la m閙oire des anciens sages, mais [From.GetTitledFirstName] pense que je devrais plut魌 accorder mon amour aux 阾res vivants autour de moi.;Ich verehre die weisen [From.GetMenWomen] der Vorzeit. [From.GetTitledFirstName] hingegen glaubt, ich solle meine Gunst besser den Lebenden in meinem Umfeld schenken.;;Adoro a la memoria los/as [From.GetMenWomen] sabios/as de la antig黣dad, pero [From.GetTitledFirstName] cree que debo centrarme en amar a los vivos que me rodean.;;;;;;;;;x
EVTDESCC_ZE_13114;我会很轻易的仰慕他人的美德，但是 [From.GetTitledFirstName] 觉得我太被动了，应当更加注重帮助别人，免得长成一个弱者。;J'admire facilement les qualit閟 des autres, mais [From.GetTitledFirstName] pense que je me manque d'initiative et que je devrais aider davantage les autres, au cas o?je deviendrais faible.;Ich bin von den Vorz黦en meiner Mitmenschen leicht zu beeindrucken, doch [From.GetTitledFirstName] glaubt, ich sei zu passiv und solle mich deshalb mehr um andere k黰mern, damit ich nicht schwach werde.;;Es f醕il adorar las virtudes de los dem醩, pero [From.GetTitledFirstName] cree que soy demasiado pasivo y que deber韆 centrarme m醩 en ayudar a la gente, para no ser d閎il.;;;;;;;;;x
EVTOPTA_ZE_13114;[From.GetSheHeCap]是对的。;[From.GetSheHeCap] a raison.;[From.GetSheHeCap] hat recht.;;[From.GetSheHeCap] tiene raz髇.;;;;;;;;;x
EVTOPTB_ZE_13114;不行， [Root.Religion.GetRandomGodName] 至大！;Non, [Root.Religion.GetRandomGodName] est le plus grand?;Nein, niemand ist gr鲞er als [Root.Religion.GetRandomGodName]!;;o, [Root.Religion.GetRandomGodName] es grande!;;;;;;;;;x
EVTOPTC_ZE_13114;我应该爱戴他们，只要他们会讲很多有趣的事情。;Je les aimerai une fois qu'ils auront quelque chose d'int閞essant ?dire.;Ich werde ihnen dann meine Gunst schenken, wenn sie etwas Erhellendes beizutragen haben.;;Los amar?cuando tengan algo interesante que decir.;;;;;;;;;x
EVTOPTD_ZE_13114;我蛮好的。;Tout va bien?;Mit mir ist alles in Ordnung.;;Me encuentro bien.;;;;;;;;;x
EVTDESCA_ZE_14100;我完成了自己外交的教育。我觉得真无聊。;J'ai termin?ma formation en diplomatie. J'ai trouv?les le鏾ns vraiment p閚ibles.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Es hatte durchaus seine L鋘gen.;;He terminado mis estudios de diplomacia. Encontr?las lecciones algo tediosas.;;;;;;;;;x
EVTDESCB_ZE_14100;我完成了自己外交的教育。真是迷人的学科。;J'ai termin?ma formation en diplomatie. C'est vraiment un domaine fascinant.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Was f黵 ein faszinierendes Gebiet.;;He terminado mis estudios de diplomacia. Es un tema fascinante.;;;;;;;;;x
EVTDESCC_ZE_14100;我完成了自己外交的教育。我觉得我自己在这上面有点天赋。;J'ai termin?ma formation en diplomatie. Je trouve que j'ai un certain talent pour 鏰.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Ich glaube, ich habe Talent.;;He terminado mis estudios de diplomacia. Me parece que tengo un poco de talento.;;;;;;;;;x
EVTDESCD_ZE_14100;我完成了自己外交的教育。我感觉我真正找到天生我才为何用了。;J'ai termin?ma formation en diplomatie. J'ai v閞itablement l'impression d'avoir trouv?ma vocation.;Ich habe meine diplomatische Lehrzeit abgeschlossen. Dort liegt meine Berufung.;;He terminado mis estudios de diplomacia. Siento que realmente he encontrado mi vocaci髇.;;;;;;;;;x
EVTOPTA_ZE_14100;坦率交谈，所有人都会喜欢你。;Parle avec franchise, et tout le monde t'aimera.;Wer offen spricht, den werden alle lieben.;;Habla con franqueza y todos te querr醤.;;;;;;;;;x
EVTOPTB_ZE_14100;不要憎恨你的敌人。这种情绪会影响你的判断。;Ne ressens jamais de haine pour tes ennemis. Ton jugement s'en trouverait fauss?;Hasse deine Feinde nicht, denn Hass ist ein schlechter Ratgeber.;;No odies a tus enemigos. Afecta tu juicio.;;;;;;;;;x
EVTOPTC_ZE_14100;嘴要甜 手段要硬。;Parle avec douceur et porte un gros b鈚on.;Sei sanft in deinen Worten und dulde keinen Widerspruch.;;Habla suavemente y lleva un gran palo.;;;;;;;;;x
EVTOPTD_ZE_14100;最好保持承诺的办法就是不做承诺。;La meilleure fa鏾n de tenir parole est de ne jamais promettre quoi que ce soit.;Wer niemals sein Wort gibt, kann es nie brechen.;;La mejor manera de mantener la palabra dada es no darla.;;;;;;;;;x
EVTDESCA_ZE_14110;年轻的[From.GetFirstName]完成了[From.GetHerHis]外交外交的教育。结果不尽如人意。;[From.GetFirstName] a termin?sa formation en diplomatie. 莂 s'est moins bien pass?que pr関u.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Die Ergebnisse sind nicht so gut wie erhofft.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. Result?menos bien de lo esperado.;;;;;;;;;x
EVTDESCB_ZE_14110;年轻的[From.GetFirstName]完成了[From.GetHerHis]外交外交的教育。看起来[From.GetSheHe]学会了所有的基础技巧。;[From.GetFirstName] a termin?sa formation en diplomatie. On dirait qu'[From.GetSheHe] a appris toutes les techniques de base requises.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Scheinbar hat [From.GetSheHe] die grundlegenden Kenntnisse erworben.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. Al parecer [From.GetSheHe] ha aprendido todas las habilidades b醩icas requeridas.;;;;;;;;;x
EVTDESCC_ZE_14110;年轻的[From.GetFirstName]完成了[From.GetHerHis]外交外交的教育。很明显[From.GetSheHe]在[From.GetHerHis]学习中表现出色。;[From.GetFirstName] a termin?sa formation en diplomatie. Il est ind閚iable qu'[From.GetSheHe] y a excell?;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen, und das mit ausgezeichneten Resultaten.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. S evidente que ha destacado en [From.GetHerHis] estudios.;;;;;;;;;x
EVTDESCD_ZE_14110;年轻的[From.GetFirstName]完成了[From.GetHerHis]外交外交的教育。我非常自豪的注意到[From.GetSheHe]已经掌握了相当于大师级别的知识。;[From.GetFirstName] a termin?ses 閠udes en diplomatie. Je remarque avec fiert?qu'[From.GetSheHe] a atteint un remarquable niveau de connaissance.;Die diplomatische Lehrzeit von Klein [From.GetFirstName] ist abgeschlossen. Voller Stolz stelle ich fest, dass [From.GetSheHe] ein wahrhaft meisterhaftes Niveau erreicht hat.;;El/la joven [From.GetFirstName] ha terminado [From.GetHerHis] estudios de diplomacia. Veo con orgullo que [From.GetSheHe] ha alcanzado nada menos que un nivel magistral de conocimiento.;;;;;;;;;x
EVTOPTA_ZE_14110;好吧。;C'est la vie.;Ach, was soll's.;;Oh, vaya.;;;;;;;;;x
EVTOPTB_ZE_14110;很好。;Tr鑣 bien.;Sehr gut.;;uy bien!;;;;;;;;;x
EVTOPTC_ZE_14110;我很开心。;Voil?qui me ravit.;Das freut mich.;;Eso me place.;;;;;;;;;x
EVTDESCA_ZE_14200;我完成了自己战争之道的教育。我觉得课程真无聊。;J'ai termin?ma formation en strat間ie militaire. J'ai trouv?les le鏾ns vraiment p閚ibles.;Ich habe meine milit鋜ische Lehrzeit abgeschlossen. Es hatte durchaus seine L鋘gen.;;He terminado mi educaci髇 en los asuntos b閘icos. Encontr?las lecciones algo tediosas.;;;;;;;;;x
EVTDESCB_ZE_14200;我完成了自己战争之道的教育。真是迷人的学科。;J'ai termin?ma formation en strat間ie militaire. C'est vraiment un domaine fascinant.;Ich habe meine milit鋜ische Lehrzeit abgeschlossen. Was f黵 ein faszinierendes Gebiet.;;He terminado mi educaci髇 en los asuntos b閘icos. Es un tema fascinante.;;;;;;;;;x
EVTDESCC_ZE_14200;我完成了自己战争之道的教育。我觉得我自己在这上面有点天赋。;J'ai termin?ma formation en strat間ie militaire. Je trouve que j'ai un certain talent pour 鏰.;Ich habe meine milit鋜ische Lehrzeit abgeschlossen. Ich glaube, ich habe Talent.;;He terminado mi educaci髇 en los asuntos b閘icos. Me parece que tengo un poco de talento.;;;;;;;;;x
EVTDESCD_ZE_14200;我完成了自己战争之道的教育。我感觉我真正找到天生我才为何用了。;J'ai termin?ma formation en diplomatie. J'ai v閞itablement l'impression d'avoir trouv?ma vocation.;Ich habe meine milit鋜ische Lehrzeit abgeschlossen. Dort liegt meine Berufung.;;He terminado mi educaci髇 en los asuntos b閘icos. Siento que realmente he encontrado mi vocaci髇.;;;;;;;;;x
